idcvlac,autor,nombre,tipo,verificado,nombre_comercial,contrato_registro,lugar,fecha,palabras,areas,sectores
0001543999,"ADRIANA LORENA SANCHEZ VERGARA, JORGE ELIECER MANRIQUE JULIO, MONICA ALEJANDRA MORENO RUANO, JULIAN ANDRES BETANCOURT CARDONA, NATALIA EUGENIA SAMBONI RUIZ, ARNOL ARIAS HOYOS, CARLOS MIGUEL TORRADO CUELLAR",Prototipo recuperación de cianuro,Producción técnica - Prototipo - Industrial,True,,,Colombia,2019,,"Ingeniería y Tecnología -- Ingeniería Ambiental -- Ingeniería Ambiental y Geológica, Ingeniería y Tecnología -- Ingeniería Química -- Ingeniería Química (Plantas y Productos)","Captación, tratamiento y distribución de agua, limpieza urbana, aguas residuales y actividades conexas"
0000163405,"CARLOS FELIPE LOPEZ CORDOBA, JULIAN ANDRES CAICEDO MUNOZ, JULIO ANDRES MOSQUERA BOLANOS, DANIEL RODRIGO ORTEGA ALEGRIA",Alevín,Producción técnica - Prototipo - Industrial,True,,,Colombia,2018,,,"Agricultura, pecuaria, silvicultura, explotación forestal - Silvicultura, explotación forestal y servicios relacionados"
0000002021,"GEHOVELL JULIANA VIDAL PINILLA, CLARA MILENA CONCHA LOZADA, BEATRIZ EUGENIA OSPITIA THOLA, DAYSE DELGADO ERASO, RICARDO CAMACHO MUNOZ",Abono orgánico en esquema comunitario en las veredas la Yunga y río Hondo,Producción técnica - Prototipo - Industrial,True,,,Colombia,2020,"Compostaje, Comunidad rural, Desarrollo rural","Ciencias Sociales -- Otras Ciencias Sociales -- Ciencias Sociales, Interdisciplinaria, Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Ingeniería de Producción",Otros sectores - Otro
0000083197,DIEGO MANUEL DUSSAN MUNOZ,Entorno virtual de entrenamiento de operarios en el embalaje de productos en una línea de producción,Producción técnica - Prototipo - Industrial,False,,,Colombia,2022,,,
0000083197,DIEGO MANUEL DUSSAN MUNOZ,PROTOTIPO MECATRÓNICO CON FUNCIONALIDAD IoT PARA EL SECADO DEL CAFÉ OBTENIDO POR EL PROCESO DE BENEFICIO POR VÍA HÚMEDA,Producción técnica - Prototipo - Industrial,False,,,Colombia,2021,,,
0000865923,"GLORIA LOPEZ MUNOZ, JESUS EMILIO PINTO LOPERA, DIANA CAROLINA MENESES CABEZAS",Aparato de tinción de muestras de patología que incluye un mecanismo de movimiento removible,Producción técnica - Prototipo - Industrial,False,,,Colombia,2019,"Sistema automático de tinción, Autostainer, Patología","Ciencias Médicas y de la Salud -- Medicina Básica -- Patología, Ciencias Médicas y de la Salud -- Biotecnología en Salud -- Biotecnología Relacionada con la Salud, Ingeniería y Tecnología -- Ingeniería Mecánica -- Ingeniería Mecánica, Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Robótica y Control Automático, Ingeniería y Tecnología -- Biotecnología Industrial -- Biotecnología Industrial",
0000159098,JOHN ROBERT MUNOZ CHAVEZ,Sonómetro V1,Producción técnica - Prototipo - Servicios,True,,,Colombia,2006,,,
0000159098,JOHN ROBERT MUNOZ CHAVEZ,Vera,Producción técnica - Prototipo - Servicios,True,,,Brasil,2016,,,
0000901644,"JULIA ANDREA OSORIO HENAO, NORBERTO URRUTIA COBO, LINA MATCELA ESPINAL ZAPATA","Plataforma (en construcción) para Análisis Específicos del Riesgo. Sistema didáctico de planificación y atención participativa e integrada del riesgo de desastres por efecto de eventos hidrometeorológicos en la subcuenca río Molino, Popayán",Producción técnica - Prototipo - Industrial,True,,,Colombia,2021,,,
0001385158,JULIAN ANDRES BETANCOURT CARDONA,Prototipo de recuperación de cianuro,Producción técnica - Prototipo - Industrial,True,,,Colombia,2019,,,
0001536699,JULIO ANDRES MOSQUERA BOLANOS,SISTEMA ELECTROMECÁNICO PARA EL CONTEO Y CLASIFICACIÓN DE PECES ALEVINOS,Producción técnica - Prototipo - Industrial,True,,,Colombia,2019,,,
0001536699,"JULIO ANDRES MOSQUERA BOLANOS, JULIAN ANDRES CAICEDO MUNOZ, CARLOS FELIPE LOPEZ CORDOBA, DANIEL RODRIGO ORTEGA ALEGRIA",Alevín,Producción técnica - Prototipo - Industrial,True,,,Colombia,2018,,,
0001536699,JULIO ANDRES MOSQUERA BOLANOS,CoVida,Producción técnica - Prototipo - Industrial,True,,,Colombia,2020,,,
0001536699,"JULIO ANDRES MOSQUERA BOLANOS, JULIAN ANDRES CAICEDO MUNOZ, PABLO EDUARDO CAICEDO RODRIGUEZ, SANDRA PATRICIA CASTILLO LANDINEZ",EcoSecador de café con base en un sistema solar fotovoltaico,Producción técnica - Prototipo - Industrial,True,,,Colombia,2016,"Energía Renovable, Control Electrónico, Secado de Café","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Automatización y Sistemas de Control, Ingeniería y Tecnología -- Ingeniería Mecánica -- Ingeniería Mecánica, Ingeniería y Tecnología -- Ingeniería Ambiental -- Ingeniería del Petróleo (Combustibles, Aceites), Energía y Combustibles","Agricultura, pecuaria, silvicultura, explotación forestal - Otro"
0001536699,JULIO ANDRES MOSQUERA BOLANOS,SISTEMA DE DETECCIÓN DE AVENIDAS TORRENCIALES,Producción técnica - Prototipo - Industrial,True,,,Colombia,2017,"Avenidas Torrenciales, Internet de las Cosas, SigFox","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería Eléctrica y Electrónica, Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Telecomunicaciones","Desarrollo de programas (software) y prestación de servicios en informática - Actividades de base de datos, Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible., Fabricación de material electrónico y de aparatos y equipos de comunicación - Fabricación de material electrónico básico"
0001536699,"JULIAN ANDRES CAICEDO MUNOZ, JULIO ANDRES MOSQUERA BOLANOS",EcoEstación,Producción técnica - Prototipo - Industrial,True,,,Colombia,2017,,,
0000887862,NATALIA EUGENIA SAMBONI RUIZ,Prototipo de recuperación de cianuro,Producción técnica - Prototipo - Industrial,True,,,Colombia,2019,,Ingeniería y Tecnología -- Ingeniería Química -- Ingeniería Química (Plantas y Productos),"Captación, tratamiento y distribución de agua, limpieza urbana, aguas residuales y actividades conexas"
0000713295,SANDRA PATRICIA CASTILLO LANDINEZ,"COLLAR PARA LA DETECCIÓN DE ESTRO EN BOVINOS (VS_COLLAR), PROTOTIPO INDUSTRIAL",Producción técnica - Prototipo - Industrial,False,,,Colombia,2021,,,
0000010922,"YAMIR HERNANDO BOLANOS MUNOZ, JUAN PABLO DIAGO RODRIGUEZ, SANDRA PATRICIA CASTILLO LANDINEZ, PABLO EDUARDO CAICEDO RODRIGUEZ, MARIA DE LOS ANGELES ROSERO MONTILLA, JUAN MANUEL VIVAS TORRES",COLLAR PARA LA DETECCIÓN DE ESTRO EN BOVINOS,Producción técnica - Prototipo - Industrial,False,,,Colombia,2021,"Internet de las cosas, Lora , Microcontroladores, Monitoreo , Sistema inalámbrico, Sistema portable, Sistemas embebidos","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Telecomunicaciones",Desarrollo rural
0000010922,"YAMIR HERNANDO BOLANOS MUNOZ, CARLOS FELIPE RENGIFO RODAS, EDUARDO CASTILLO CASTILLO, JUAN FERNANDO FLOREZ MARULANDA, LUISA FERNANDA PINEDA CALVACHE",SISTEMA DE INFRAESTRUCTURA DE MEDICIÓN AVANZADA SOPORTADO EN SISTEMA PARA MONITOREO DEL ESTADO DE CONEXIÓN DE MEDIDORES A SU RESPECTIVO TRANSFORMADOR,Producción técnica - Prototipo - Industrial,False,,,Colombia,2017,"Comunicación PLC , Consumo energético, Internet de las cosas, Eficiencia energética, Monitoreo ","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería Eléctrica y Electrónica",
0000010922,YAMIR HERNANDO BOLANOS MUNOZ,SISTEMA PARA MONITOREO DEL ESTADO DE CONEXIÓN DE MEDIDORES DE USUARIO A SU RESPECTIVO TRANSFORMADOR,Producción técnica - Prototipo - Industrial,False,,,Colombia,2015,,,
0000010922,"CARLOS FELIPE LOPEZ CORDOBA, YAMIR HERNANDO BOLANOS MUNOZ",TARJETA ELECTRONICA DIDACTICA PARA APRENDIZAJE DE MICROCONTROLADORES PIC,Producción técnica - Prototipo - Industrial,False,,,Colombia,2022,"Microcontroladores, Robótica , Sistemas embebidos, Sistema portable","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería Eléctrica y Electrónica",Educación - Educación superior
0000010922,"YESID ENRIQUE CASTRO CAICEDO, YAMIR HERNANDO BOLANOS MUNOZ",TARJETA ELECTRONICA PARA APRENDIZAJE EN ROBÓTICA MÓVIL,Producción técnica - Prototipo - Industrial,False,,,Colombia,2022,"Robótica , Sistemas embebidos","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Robótica y Control Automático",Educación - Educación superior
0000349143,AUGUSTO PRADO ESPANA,LADRILLO ECOLÓGICO,Producción técnica - Prototipo - Industrial,True,,,Colombia,2017,"Aprendizaje Basado en Proyectos, Caracterización, Impacto Social, Biocontrucción","Ingeniería y Tecnología -- Ingeniería de los Materiales -- Compuestos (Laminados, Plásticos Reforzados, Fibra Sintéticas y Naturales)",Desarrollo de nuevos materiales
0000349143,AUGUSTO PRADO ESPANA,MAQUINA EXTRACTORA DE ACEITES VEGETALES,Producción técnica - Prototipo - Industrial,True,,,Colombia,2017,ACEITES VEGETALES,Ciencias Agrícolas -- Biotecnología Agrícola -- Biotecnología Agrícola y de Alimentos,"Agricultura, pecuaria, silvicultura, explotación forestal - Silvicultura, explotación forestal y servicios relacionados"
0000349143,AUGUSTO PRADO ESPANA,ELABORACIÓN DE BIODISEL A BASE DE MUCÍLAGO DE CAFÉ Y ACEITE DE HIGUERILLA,Producción técnica - Prototipo - Industrial,True,,,Colombia,2017,"ACEITES VEGETALES, INVESTIGACIÓN, Transformar",Ciencias Agrícolas -- Biotecnología Agrícola -- Biotecnología Agrícola y de Alimentos,Desarrollo rural
0000349143,AUGUSTO PRADO ESPANA,Fabricación de papel con fibras naturales para diseño y desarrollo de empaques,Producción técnica - Prototipo - Industrial,True,,,Colombia,2017,"Biología Celular, Caracterización, Producción Agrícola","Ingeniería y Tecnología -- Biotecnología Industrial -- Bioproductos (Productos que se Manufacturan Usando Biotecnología), Biomateriales, Bioplásticos, Biocombustibles, Materiales Nuevos Bioderivados, Químicos Finos Bioredivados","Fabricación de productos textiles, celulosa, papel y productos de papel - Fabricación de celulosa, papel y productos de papel"
0000349143,AUGUSTO PRADO ESPANA,COCINA ALTERNATIVA DOÑA BIVI,Producción técnica - Prototipo - Industrial,True,,,Colombia,2017,"Impacto Social, INVESTIGACIÓN, Manipulacion de Alimentos",Ciencias Agrícolas -- Biotecnología Agrícola -- Biotecnología Agrícola y de Alimentos,"Agricultura, pecuaria, silvicultura, explotación forestal - Producción vegetal"
0000349143,AUGUSTO PRADO ESPANA,FORTALECIMIENTO DE LA CADENA PRODUCTIVA DE HIGUERILLA CON FINES AGROINDUSTRIALES EN EL SUR DEL HUILA,Producción técnica - Prototipo - Industrial,True,,,Colombia,2017,"Impacto Social, PROCESOS INVESTIGATIVOS, Producción Agrícola",Ciencias Agrícolas -- Biotecnología Agrícola -- Biotecnología Agrícola y de Alimentos,"Agricultura, pecuaria, silvicultura, explotación forestal - Producción vegetal"
0000349143,AUGUSTO PRADO ESPANA,FORTALECIMIENTO DE LA CADENA PRODUCTIVA DE PLÁTANO CON FINES AGROINDUSTRIALES EN EL SUR DEL HUILA,Producción técnica - Prototipo - Industrial,True,,,Colombia,2017,"INVESTIGACIÓN, PROCESOS INVESTIGATIVOS, Producción Agrícola",Ciencias Agrícolas -- Biotecnología Agrícola -- Biotecnología Agrícola y de Alimentos,"Agricultura, pecuaria, silvicultura, explotación forestal - Producción vegetal"
0000349143,AUGUSTO PRADO ESPANA,Sistema de purificación de aguas mediante el uso de la cáscara de macadamia,Producción técnica - Prototipo - Industrial,True,,,Colombia,2017,"Calidad de Aguas Naturales, Caracterización, Impacto Social, Limnología",Ciencias Naturales -- Ciencias Biológicas -- Métodos de Investigación en Bioquímica,Fabricación de productos de minerales no-metálicos - Fabricación de productos de otros materiales no-metálicos
0000349143,AUGUSTO PRADO ESPANA,Obtención de colágeno de pescado a partir de escamas de peces,Producción técnica - Prototipo - Industrial,True,,,Colombia,2017,"Limnología, Piscicultura, PROCESOS INVESTIGATIVOS","Ciencias Naturales -- Ciencias Biológicas -- Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento","Agricultura, pecuaria, silvicultura, explotación forestal - Silvicultura, explotación forestal y servicios relacionados"
0001469142,"GIOVANNI ALEJANDRO VARONA BELTRAN, KAREN DELGADO DELGADO, CAMILO ELIAS MONTILLA BUITRAGO, HECTOR SAMUEL VILLADA CASTILLO",PROCESO DE OBTENCIÓN DE PELÍCULAS BIODEGRADABLES PARA LA FABRICACIÓN DE GUANTES PARA EL CONSUMO DE ALIMENTOS,Producción técnica - Prototipo - Industrial,True,,,Colombia,2016,,,
0001542488,JULIAN FELIPE LATORRE OCHOA,Secador Experimental para Bagazo de Caña y otros Productos Agricolas,Producción técnica - Prototipo - Industrial,True,,,Colombia,2012,,"Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Automatización y Sistemas de Control, Ingeniería y Tecnología -- Ingeniería Mecánica -- Ingeniería Mecánica, Ingeniería y Tecnología -- Ingeniería Mecánica -- Termodinámica","Agricultura, pecuaria, silvicultura, explotación forestal - Producción vegetal, Desarrollo rural"
0000594504,"JULIAN ORLANDO YEPES MARTINEZ, JAVIER DARIO SANJUAN DECARO, ANDRES FELIPE DEULOFEU TORRES",Prototipo de microscopio de bajo costo,Producción técnica - Prototipo - Servicios,True,,,Colombia,2018,,,
0001363087,"LUZ ADRIANA PLAZAS PEMBERTHY, LAURA MARCELA VASQUEZ LOPEZ, MARIO MILVER PATINO VELASCO",Prototipo caracterizador de rango de tamaño de particulas,Producción técnica - Prototipo - Industrial,True,,,Colombia,2012,,,"Salud humana - Nutrición y alimentación, Otros sectores - Recursos Minerales, Otros sectores - Industria Electro-Eletrónica, Otros sectores - Calidad y Productividad, Captación, tratamiento y distribución de agua, limpieza urbana, aguas residuales y actividades conexas"
0000011924,ERNESTO LEON RODRIGUEZ FLOREZ,Motor de Juegos Online - Safiro,Producción técnica - Prototipo - Industrial,False,,,Colombia,2005,"Internet2, Realidad Virtual, Redes IPv6, Software Educativo, Video Juego","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería Eléctrica y Electrónica","Desarrollo de programas (software) y prestación de servicios en informática, Desarrollo de programas (software) y prestación de servicios en informática - Otras actividades de prestación de servicios en informática, Educación"
0000013528,"ANDRES JOSE CASTRILLON MUNOZ, GUSTAVO ADOLFO RAMIREZ GONZALEZ, ANGELA CHANTRE ASTAIZA, JAVIER ALEXANDER HURTADO GUACA",Sistema Piloto de Trazabilidad Turística,Producción técnica - Prototipo - Industrial,True,,Convenio de Cooperación Interinstitucional No 10912010 celebrado entre la Gobernación del Cauca y la Universidad del Cauca,Colombia,2011,"Ambiente de Desarrollo, Aplicaciones web, Bases de datos, Integración de Sistemas, Servicios Web, telemática, trazabilidad",Ciencias Sociales -- Economía y Negocios -- Negocios y Management,
0001357697,ANGELA ROCIO CHANTRE ASTAIZA,Sistema Piloto de Trazabilidad Turística,Producción técnica - Prototipo - Industrial,True,,,Colombia,2011,"Demanda Turística, Marketing Cultural, Marketing Móvil, Marketing Turístico, Trazabilidad","Ciencias Sociales -- Economía y Negocios -- Negocios y Management, Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías","Desarrollo de programas (software) y prestación de servicios en informática - Actividades de base de datos, Logística de transporte, almacenamiento y comunicaciones"
0001357697,"GUSTAVO ADOLFO RAMIREZ GONZALEZ, MARIO MUNOZ ORGANERO, CARLOS DELGADO KLOOS, ANGELA ROCIO CHANTRE ASTAIZA",Interactive Panel,Producción técnica - Prototipo - Industrial,True,NFC Interactive Panel,,España,2008,"Marketing Móvil, Marketing, RFID, NFC","Ciencias Sociales -- Economía y Negocios -- Negocios y Management, Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería Eléctrica y Electrónica","Desarrollo de programas (software) y prestación de servicios en informática - Otras actividades de prestación de servicios en informática, Educación - Otro, Otros sectores - Informática"
0000012840,BORGIA ENRICO ACOSTA FUENTES,PIU REC,Producción técnica - Prototipo - Industrial,True,,,Colombia,2001,Cultura,Ciencias Sociales -- Periodismo y Comunicaciones -- Medios y Comunicación Social,
0000012840,BORGIA ENRICO ACOSTA FUENTES,Herederos del Agua,Producción técnica - Prototipo - Industrial,True,,,Colombia,2000,"Cultura, Cultura Indígena, comunicación, Audiovisual, documentales",Ciencias Sociales -- Periodismo y Comunicaciones -- Medios y Comunicación Social,
0000012831,"FRANCOIS PIERRE GRAVEL, BORGIA ACOSTA, OLGA PATRICIA SOLIS VALENCIA, HELVIA FRIEDA BRAENDLY DE BUCHELI, ANDRES JOSE CASTRILLON MUNOZ, CLARA INES URIBE, HENRI HECTOR JURADO",Tampu,Producción técnica - Prototipo - Industrial,True,,,Colombia,2002,"OMD, Base de conocimiento, Ecoturismo, Multicultura, Posicionamiento","Ciencias Sociales -- Ciencias de la Educación -- Educación General (Incluye Capacitación, Pedagogía), Ciencias Sociales -- Economía y Negocios -- Negocios y Management, Ciencias Sociales -- Economía y Negocios -- Economía","Desarrollo de programas (software) y prestación de servicios en informática - Desarrollo de programas (software), Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible., Productos y servicios de recreación,culturales, artísticos y deportivos"
0000013544,"OLGA PATRICIA SOLIS VALENCIA, HELVIA FIEDRA BRAENDLY",TAMPU : Portal ecoturistico y multicultural del Cauca,Producción técnica - Prototipo - Industrial,True,www.Tampu.com,,Colombia,2002,"Comunicación, protocolo","Ciencias Sociales -- Periodismo y Comunicaciones -- Medios y Comunicación Social, Ciencias Sociales -- Economía y Negocios -- Negocios y Management",Otros sectores - Otro
0000296759,"ANDRES JOSE VIVAS SEGURA, MAURICIO DIAZGRANADOS CADELO, MARCELA ALVEAR",Base de datos del Herbario de la Pontificia Universidad Javeriana PUJ,Producción técnica - Prototipo - Industrial,True,,,Colombia,2006,"Bases de datos, Bioinformática, Sistema de información, Colecciones biológicas, Herbario","Ciencias Naturales -- Ciencias Biológicas -- Botánica y Ciencias de las Plantas, Ciencias Sociales -- Periodismo y Comunicaciones -- Ciencias de la Información (Aspectos Sociales)","Agricultura, pecuaria, silvicultura, explotación forestal, Desarrollo de programas (software) y prestación de servicios en informática - Actividades de base de datos, Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000296759,ANDRES JOSE VIVAS SEGURA,Base de datos de la colección liquenológica del Herbario Álvaro Fernández Pérez,Producción técnica - Prototipo - Servicios,True,,,Colombia,2016,,,
0000323446,NANCY JANNETH MOLANO TOBAR,Propioceptometro DLJ,Producción técnica - Prototipo - Industrial,True,,,Colombia,2008,"Rehabilitacion deportiva, Propiocepción, salud y calidad de vida, Fisioterapia",Ciencias Médicas y de la Salud -- Ciencias de la Salud -- Salud Ocupacional,"Educación, Salud humana"
0001527473,DILIAN ASTRID QUERUBIN GONZALEZ,"Aplicativo web visualización de imágenes proyecto: Indio o/e indígena Caracterización de imágenes (ilustraciones, esquemas y fotografías) en textos escolares de educación básica primaria del área de Ciencias Sociales de 1980 a 1990 a través de estereotipos asociados a conceptos de raza y clase socia",Producción técnica - Prototipo - Industrial,True,,,Colombia,2018,"diseño, Hardware, imágenes, interactivo, antropología visual, etnografía, raza, clase social","Ciencias Sociales -- Otras Ciencias Sociales -- Ciencias Sociales, Interdisciplinaria, Humanidades -- Otras Humanidades -- Otras Humanidades, Humanidades -- Arte -- Diseño, Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías",Educación - Otro
0001527473,DILIAN ASTRID QUERUBIN GONZALEZ,Pulpo mágico,Producción técnica - Prototipo - Industrial,True,,,Colombia,2007,,,
0001527473,DILIAN ASTRID QUERUBIN GONZALEZ,Software para la gestión y divulgación de las colecciones de referencia arqueológica de la Universidad del Cauca,Producción técnica - Prototipo - Servicios,True,,,Colombia,2014,,,
0000896314,EDWARD JAVIER ORDONEZ,1,Producción técnica - Prototipo - Industrial,True,,,Colombia,2019,,,
0000405957,"CLARA MILENA CONCHA LOZADA, DAYSE DELGADO ERASO, GEHOVELL JULIANA VIDAL PINILLA, RICARDO CAMACHO MUNOZ",ABONO ORGANICO EN ESQUEMA COMUNITARIO EN LAS VEREDAS LA YUNGA Y RÍO HONDO,Producción técnica - Prototipo - Industrial,True,,,Colombia,2020,,,
0000405957,DAYSE DELGADO ERASO,Aceite de pupa para producción para aplicación cosmética en contexto de producción serícola en el Departamento del Cauca,Producción técnica - Prototipo - Industrial,False,,,Colombia,2021,,,
0000405957,"DAYSE DELGADO ERASO, SERICINA EN CONTEXTO DE SERICULTURA EN EL DEPARTAMENTO DEL CAUCA",COLOMBIA,Producción técnica - Prototipo - Industrial,True,,,Colombia,2020,"Sericultura, Sericina, Comunidad Rural, Análisis de entorno",,"Productos y servicios de recreación,culturales, artísticos y deportivos"
0001522071,"DAYSE DELGADO ERASO, GEHOVELL JULIANA VIDAL PINILLA, CLARA MILENA CONCHA LOZADA",ABONO ORGANICO EN ESQUEMA COMUNITARIO EN LAS VEREDAS LA YUNGA Y RÍO HONDO,Producción técnica - Prototipo - Industrial,True,,,Colombia,2020,"Economía circular, Residuos orgánicos ",,
0000004900,"JULIAN ANDRES CAICEDO MUNOZ, JULIO ANDRES MOSQUERA BOLANOS, CESAR RODRIGO MALAVER FLOR, INGRID SELENE TORRES ROJAS",ECO-ESTACIÓN - PROTOTIPO INDUSTRIAL,Producción técnica - Prototipo - Industrial,False,,,Colombia,2022,"Ingeniería Ambiental, Estilos de aprendizaje, Manejo de residuos no peligrosos , Educación inclusiva",,
0001124838,"MARIA EUGENIA SALDARRIAGA SALAZAR, EDUARDO ANDRES CONCHA CERON","""SER"" EMPRENDEDOR",Producción técnica - Prototipo - Servicios,True,,,Colombia,2019,"COMPETENCIAS, CREATIVIDAD, Crecimiento Empresarial, CULTURA EMPRENDEDORA, EDUCACION, EMPRENDIMIENTO, EMPRESA, EMPRESARISMO, Enseñanza, ESTRATEGIA","Ciencias Sociales -- Economía y Negocios -- Negocios y Management, Ciencias Sociales -- Ciencias de la Educación -- Educación General (Incluye Capacitación, Pedagogía)","Productos y servicios de recreación,culturales, artísticos y deportivos, Educación - Educación superior"
0001678622,"MARIA EUGENIA SALDARRIAGA SALAZAR, EDUARDO ANDRES CONCHA CERON","""SER"" EMPRENDEDOR",Producción técnica - Prototipo - Servicios,True,,,Colombia,2019,"Coaching, Creatividad, Emprendimiento, Formación personal, Innovación, Prototipo, Proyecto, Tecnología",Ciencias Sociales -- Economía y Negocios -- Negocios y Management,
0000348570,"ALBERTO DE JESUS GONZALEZ RAMIREZ, CAROL ZULEIMA JOAQUI TRUJILLO",SIELAN,Producción técnica - Prototipo - Industrial,False,SIELAN,,Colombia,2003,"Sistemas Expertos, Ontologías, Lógica Difusa, Inteligencia Artificial",,"Actividades de asesoramiento y consultoría a las empresas - Otro, Desarrollo de programas (software) y prestación de servicios en informática - Otras actividades de prestación de servicios en informática, Educación"
0000074838,DIEGO RIVERA VASQUEZ,Selladora Vertical,Producción técnica - Prototipo - Industrial,False,,,Colombia,2017,,,
0001475362,LEANDRO ORDONEZ ANTE,Entorno de Creación de Servicios TelComp2.0,Producción técnica - Prototipo - Industrial,True,,,Colombia,2013,,,
0001469933,"ROBERT MAURICIO QUINONES ZUNIGA, DARIO FERNANDO CHAMORRO VELA, DIEGO FELIPE SANCHEZ GOMEZ, JHONATAN ALVAREZ CAICEDO",CoffeeQualiTiC,Producción técnica - Prototipo - Servicios,True,,,Colombia,2018,"TIC, Agricultura",Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías,"Agricultura, pecuaria, silvicultura, explotación forestal - Otro"
0000021883,VICTOR GARZON MARIN,Koko - Testing,Producción técnica - Prototipo - Servicios,True,,,Colombia,2019,,,
0000002241,ANDRES FELIPE HURTADO BANGUERO,Control para puente grua usando bluetooth,Producción técnica - Prototipo - Industrial,True,,,Colombia,2010,,,
0001738730,DIEGO ANTONIO LEGARDA CORDOBA,Plataforma robótica para búsqueda y rescate,Producción técnica - Prototipo - Industrial,False,,,Colombia,2022,"Desastres, Inteligencia artifical, Modulos, Rastreamiento visual, Red Neuronal Convolucional","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Robótica y Control Automático",Otros sectores - Industria Electro-Eletrónica
0001738730,DIEGO ANTONIO LEGARDA CORDOBA,Banda transportadora modular,Producción técnica - Prototipo - Industrial,False,,,Colombia,2022,"Didactica, Banda Transportadora, Modulos","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Automatización y Sistemas de Control","Educación - Formación permanente y otras actividades de enseñanza, incluso educación a distancia y educación especial"
0001738730,DIEGO ANTONIO LEGARDA CORDOBA,Sistema de reconocimiento automático de firmas,Producción técnica - Prototipo - Industrial,False,,,Colombia,2022,"acelerómetro, Firmas, Inteligencia artifical, seguridad biométrica","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Robótica y Control Automático","Desarrollo de programas (software) y prestación de servicios en informática - Desarrollo de programas (software), Desarrollo de programas (software) y prestación de servicios en informática - Otras actividades de prestación de servicios en informática"
0001386238,JULIO EDUARDO MEJIA MANZANO,SISTEMA ELECTROMECÁNICO DE FÉRULA DINÁMICA PARA LA PRONOSUPINACIÓN DE ANTEBRAZO,Producción técnica - Prototipo - Industrial,False,,,Colombia,2021,"Robótica, Sistemas Embebidos, SolidWorks","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Automatización y Sistemas de Control","Fabricación de máquinas, aparatos y materialies eléctricos"
0001386238,JULIO EDUARDO MEJIA MANZANO,PROTOTIPO ADECUACIÓN DE CÁMARAS MULTIESPECTRALES EN DRONES Y MÉTODO DE ENSAMBLE,Producción técnica - Prototipo - Industrial,True,,,Colombia,2020,,Ingeniería y Tecnología -- Ingeniería Mecánica -- Ingeniería Mecánica,"Fabricación de máquinas y equipos, incluso máquinas-herramientas - Fabricación de máquinas con componentes de mecánica de precisión"
0001047698,HECTOR JAVIER TASCON HERNANDEZ,App A Marimbiar,Producción técnica - Prototipo - Industrial,True,,,Colombia,2016,,Humanidades -- Arte -- Música y musicología,"Productos y servicios de recreación,culturales, artísticos y deportivos, Educación - Otro"
0001304143,"LAURA VANESSA MORALES ERAZO, ANDRES SEBASTIAN SALINAS TRUJILLO",MAterial de referencia: Item de ensayo de aptitud para la determinacion de residuos de plaguicidas en aguacate,Producción técnica - Prototipo - Industrial,True,,,Colombia,2020,,,
0000112500,"ALVARO EFRAIN BASTIDAS GUSTIN, NATALIA MUNERA, JUAN FERNANDO ROJANO",UV-METER,Producción técnica - Prototipo - Industrial,True,,,Colombia,2007,"Radiación UV, control de calidad, detectores cosen","Ciencias Naturales -- Ciencias Físicas -- Física atómica, Molecular y Química",Educación
